Move,Move Time (s),Evaluation Time (ms)
1,0.10076642036437988,29.787302017211914
2,0.25212860107421875,26.11255645751953
3,0.567694902420044,59.439659118652344
4,0.4642038345336914,50.81772804260254
5,0.3962578773498535,48.233985900878906
6,0.649451494216919,56.8242073059082
7,0.7269196510314941,44.182538986206055
8,0.549534797668457,42.52028465270996
9,0.4677700996398926,29.518842697143555
10,0.4093501567840576,26.77178382873535
11,0.5193495750427246,32.67216682434082
12,0.5281484127044678,32.52744674682617
13,0.5364439487457275,27.118444442749023
14,0.5248639583587646,21.61383628845215
