Move,Move Time (s),Evaluation Time (ms)
1,0.03453779220581055,35.42447090148926
2,0.09413981437683105,23.550748825073242
3,0.13016223907470703,28.804302215576172
4,0.23962163925170898,36.75270080566406
5,0.1578373908996582,33.963918685913086
6,0.1944575309753418,36.09442710876465
7,0.5255637168884277,22.65453338623047
8,0.4645371437072754,22.951841354370117
9,0.33002638816833496,17.08817481994629
10,0.2555267810821533,22.595882415771484
11,0.4377002716064453,18.297433853149414
12,0.29167819023132324,22.682905197143555
13,0.1970059871673584,21.111488342285156
14,0.18353509902954102,23.481130599975586
15,0.19190263748168945,20.9963321685791
