Move,Move Time (s),Evaluation Time (ms)
1,5.134076118469238,20.923376083374023
2,4.845358848571777,6.995916366577148
3,9.923691987991333,7.368326187133789
4,6.022742986679077,7.266044616699219
5,6.063080072402954,6.8836212158203125
6,8.02926778793335,7.823467254638672
7,5.474108457565308,8.589982986450195
8,7.211130380630493,24.054288864135742
9,4.59931206703186,8.014440536499023
10,6.3261237144470215,5.511045455932617
11,7.182758569717407,6.009817123413086
12,4.8557116985321045,42.07730293273926
13,4.857008695602417,76.24006271362305
14,4.9208385944366455,113.96479606628418
