Move,Move Time (s),Evaluation Time (ms)
1,7.297553539276123,3.9708614349365234
2,8.009554624557495,3.946542739868164
3,4.903420448303223,3.9987564086914062
4,6.915730953216553,50.93121528625488
5,5.365535497665405,3.000020980834961
6,5.258730173110962,3.0002593994140625
7,6.117485284805298,35.21871566772461
8,5.904444932937622,2.998828887939453
9,5.293969631195068,3.5085678100585938
10,4.504885673522949,20.113706588745117
11,4.741405248641968,3.718852996826172
12,5.646566867828369,2.930879592895508
13,4.567552089691162,4.976511001586914
14,5.364330530166626,2.910614013671875
15,4.6118104457855225,170.36795616149902
16,5.433977365493774,63.446044921875
17,4.787262201309204,31.801462173461914
