Move,Move Time (s),Evaluation Time (ms)
1,0.21203398704528809,41.69321060180664
2,0.3811976909637451,39.778947830200195
3,0.40851879119873047,44.74306106567383
4,0.49877309799194336,32.11784362792969
5,0.5272259712219238,35.798072814941406
6,0.6192700862884521,42.611122131347656
7,0.568490743637085,30.173540115356445
8,0.6045019626617432,40.6794548034668
9,0.4984259605407715,47.728538513183594
10,0.5083096027374268,31.772851943969727
11,0.6466989517211914,48.62689971923828
12,0.5990245342254639,46.836137771606445
13,0.5799515247344971,44.58475112915039
14,0.5214252471923828,35.10093688964844
15,0.5670557022094727,36.26227378845215
16,0.7634656429290771,42.62566566467285
17,0.5285687446594238,39.671897888183594
18,0.6220307350158691,37.7964973449707
19,0.8283965587615967,32.99283981323242
20,0.8616013526916504,49.29709434509277
21,0.6754586696624756,71.31767272949219
22,0.8719096183776855,69.16069984436035
