Move,Move Time (s),Evaluation Time (ms)
1,5.134076118469238,3.993988037109375
2,4.845358848571777,2.9854774475097656
3,9.923691987991333,10.375499725341797
4,6.022742986679077,8.080005645751953
5,6.063080072402954,10.53762435913086
6,8.02926778793335,9.745121002197266
7,5.474108457565308,12.239456176757812
8,7.211130380630493,2.9990673065185547
9,4.59931206703186,14.92619514465332
10,6.3261237144470215,55.26995658874512
11,7.182758569717407,9.80997085571289
12,4.8557116985321045,10.920047760009766
13,4.857008695602417,11.997699737548828
14,4.9208385944366455,12.51363754272461
15,5.028936147689819,8.999347686767578
16,4.690862417221069,44.04473304748535
17,4.8957483768463135,9.000062942504883
18,4.913597345352173,22.081851959228516
19,4.859482049942017,64.69511985778809
