Move,Move Time (s),Evaluation Time (ms)
1,0.03453779220581055,28.804302215576172
2,0.09413981437683105,36.75270080566406
3,0.13016223907470703,33.963918685913086
4,0.23962163925170898,36.09442710876465
5,0.1578373908996582,22.65453338623047
6,0.1944575309753418,22.951841354370117
7,0.5255637168884277,17.08817481994629
8,0.4645371437072754,22.595882415771484
9,0.33002638816833496,18.297433853149414
10,0.2555267810821533,22.682905197143555
11,0.4377002716064453,21.111488342285156
12,0.29167819023132324,23.481130599975586
13,0.1970059871673584,20.9963321685791
14,0.18353509902954102,29.198408126831055
15,0.19190263748168945,27.00352668762207
16,0.2382969856262207,24.16849136352539
