Move,Move Time (s),Evaluation Time (ms)
1,0.0410923957824707,64.44311141967773
2,0.14491915702819824,44.863224029541016
3,0.2200934886932373,44.01731491088867
4,0.23543047904968262,51.22780799865723
5,0.16779327392578125,45.98641395568848
6,0.42886948585510254,45.447587966918945
7,0.39131927490234375,40.970802307128906
8,0.32003283500671387,44.80314254760742
9,0.22620415687561035,33.753395080566406
10,0.21242713928222656,32.84597396850586
11,0.2766907215118408,30.05242347717285
12,0.2937190532684326,28.584718704223633
13,0.2744922637939453,36.244869232177734
14,0.18770790100097656,36.112308502197266
15,0.19632983207702637,34.061431884765625
