Move,Move Time (s),Evaluation Time (ms)
1,5.134076118469238,6.011009216308594
2,4.845358848571777,6.003856658935547
3,9.923691987991333,7.02977180480957
4,6.022742986679077,5.072593688964844
5,6.063080072402954,14.092206954956055
6,8.02926778793335,7.042407989501953
7,5.474108457565308,8.997440338134766
8,7.211130380630493,7.231950759887695
9,4.59931206703186,9.543180465698242
10,6.3261237144470215,8.004903793334961
11,7.182758569717407,23.535490036010742
12,4.8557116985321045,9.40394401550293
13,4.857008695602417,24.86896514892578
14,4.9208385944366455,7.6961517333984375
15,5.028936147689819,6.923675537109375
16,4.690862417221069,5.99980354309082
17,4.8957483768463135,128.47161293029785
18,4.913597345352173,44.28720474243164
