Move,Move Time (s),Evaluation Time (ms)
1,3.028658151626587,11.780023574829102
2,3.0511927604675293,13.231039047241211
3,4.9468464851379395,12.341022491455078
4,5.345465898513794,76.36117935180664
5,3.919142484664917,11.00015640258789
6,3.2531208992004395,11.039495468139648
7,3.552051067352295,44.38424110412598
8,4.391406297683716,11.063575744628906
9,3.0778443813323975,12.284040451049805
10,4.548352956771851,12.10331916809082
11,4.3248631954193115,57.18564987182617
12,4.513365745544434,27.09174156188965
13,3.634039878845215,27.092695236206055
14,2.6846232414245605,10.780096054077148
15,4.6897735595703125,10.726451873779297
16,4.221840143203735,43.04981231689453
17,4.289406776428223,11.713981628417969
18,4.354283332824707,26.33500099182129
19,3.677887201309204,18.17798614501953
20,4.154315948486328,11.608362197875977
21,5.716808795928955,11.181354522705078
