Move,Move Time (s),Evaluation Time (ms)
1,0.034418582916259766,10.024070739746094
2,0.0970301628112793,8.844614028930664
3,0.16771364212036133,11.935234069824219
4,0.2433617115020752,10.640144348144531
5,0.15078067779541016,7.560968399047852
6,0.3636345863342285,23.257970809936523
7,0.37173938751220703,28.131723403930664
8,0.3868825435638428,10.969877243041992
9,0.16083407402038574,19.962549209594727
10,0.06123495101928711,14.941215515136719
11,0.09946203231811523,13.404607772827148
12,0.08186531066894531,25.529146194458008
13,0.12021732330322266,17.72785186767578
14,0.056264400482177734,10.81705093383789
15,0.07647466659545898,22.016525268554688
16,0.061658382415771484,20.10321617126465
17,0.08234143257141113,19.01841163635254
18,0.1572115421295166,36.46683692932129
19,0.08359909057617188,71.90155982971191
20,0.0832831859588623,67.86680221557617
21,0.11268448829650879,16.98589324951172
22,0.3492856025695801,16.619443893432617
23,0.10509753227233887,25.88486671447754
