Move,Move Time (s),Evaluation Time (ms)
1,2.637672185897827,3.6063194274902344
2,4.021857738494873,2.7055740356445312
3,4.465784072875977,2.004861831665039
4,4.962193250656128,2.6891231536865234
5,3.4794914722442627,4.616498947143555
6,3.1257545948028564,4.014015197753906
7,5.744808673858643,3.511190414428711
8,4.325940132141113,21.50583267211914
9,3.2169384956359863,1.9996166229248047
10,2.990086078643799,4.007816314697266
11,3.127470016479492,2.0041465759277344
12,4.115446090698242,4.090785980224609
13,3.426830530166626,2.6781558990478516
