Move,Move Time (s),Evaluation Time (ms)
1,3.028658151626587,150.6357192993164
2,3.0511927604675293,8.506536483764648
3,4.9468464851379395,8.000373840332031
4,5.345465898513794,73.79555702209473
5,3.919142484664917,7.998943328857422
6,3.2531208992004395,8.004426956176758
7,3.552051067352295,10.001659393310547
8,4.391406297683716,24.212360382080078
9,3.0778443813323975,135.728120803833
10,4.548352956771851,8.623838424682617
11,4.3248631954193115,23.6208438873291
12,4.513365745544434,50.60100555419922
13,3.634039878845215,8.90350341796875
