Move,Move Time (s),Evaluation Time (ms)
1,0.07026791572570801,12.009620666503906
2,0.15989351272583008,13.03553581237793
3,0.21252822875976562,10.582923889160156
4,0.40728020668029785,14.244318008422852
5,0.1973583698272705,11.020421981811523
6,0.2641780376434326,8.827686309814453
7,0.33063244819641113,18.83530616760254
8,0.24595379829406738,13.517141342163086
9,0.16354823112487793,15.573978424072266
10,0.09300661087036133,12.549161911010742
11,0.11854290962219238,14.021873474121094
12,0.08752059936523438,14.642953872680664
13,0.0921318531036377,18.533945083618164
14,0.11035680770874023,14.759063720703125
15,0.06791090965270996,16.02458953857422
16,0.14251923561096191,31.54134750366211
17,0.06410408020019531,27.010202407836914
18,0.06937503814697266,25.117874145507812
19,0.09688282012939453,15.940189361572266
20,0.15927338600158691,14.201164245605469
21,0.13113117218017578,17.127037048339844
22,0.1895296573638916,30.234813690185547
23,0.1409289836883545,21.999597549438477
24,0.16206026077270508,20.322322845458984
