Move,Move Time (s),Evaluation Time (ms)
1,0.03453779220581055,34.282684326171875
2,0.09413981437683105,29.33049201965332
3,0.13016223907470703,35.42447090148926
4,0.23962163925170898,23.550748825073242
5,0.1578373908996582,28.804302215576172
6,0.1944575309753418,36.75270080566406
7,0.5255637168884277,33.963918685913086
8,0.4645371437072754,36.09442710876465
9,0.33002638816833496,22.65453338623047
10,0.2555267810821533,22.951841354370117
11,0.4377002716064453,17.08817481994629
12,0.29167819023132324,22.595882415771484
13,0.1970059871673584,18.297433853149414
14,0.18353509902954102,22.682905197143555
