Move,Move Time (s),Evaluation Time (ms)
1,0.07026791572570801,17.639636993408203
2,0.15989351272583008,26.762008666992188
3,0.21252822875976562,11.042356491088867
4,0.40728020668029785,20.586729049682617
5,0.1973583698272705,22.198915481567383
6,0.2641780376434326,16.57867431640625
7,0.33063244819641113,24.157047271728516
8,0.24595379829406738,19.06895637512207
9,0.16354823112487793,17.908334732055664
10,0.09300661087036133,17.510652542114258
11,0.11854290962219238,16.007423400878906
12,0.08752059936523438,15.570878982543945
