Move,Move Time (s),Evaluation Time (ms)
1,0.0410923957824707,33.753395080566406
2,0.14491915702819824,32.84597396850586
3,0.2200934886932373,30.05242347717285
4,0.23543047904968262,28.584718704223633
5,0.16779327392578125,36.244869232177734
6,0.42886948585510254,36.112308502197266
7,0.39131927490234375,34.061431884765625
8,0.32003283500671387,104.80141639709473
9,0.22620415687561035,37.11438179016113
10,0.21242713928222656,29.63566780090332
11,0.2766907215118408,33.43391418457031
12,0.2937190532684326,30.099868774414062
13,0.2744922637939453,32.70578384399414
14,0.18770790100097656,28.928279876708984
15,0.19632983207702637,38.469552993774414
16,0.34061288833618164,37.76216506958008
17,0.23631787300109863,46.76103591918945
18,0.18689537048339844,44.72184181213379
19,0.24123835563659668,39.47567939758301
