Move,Move Time (s),Evaluation Time (ms)
1,3.028658151626587,49.451589584350586
2,3.0511927604675293,29.12735939025879
3,4.9468464851379395,10.609865188598633
4,5.345465898513794,31.65745735168457
5,3.919142484664917,10.518074035644531
6,3.2531208992004395,10.850191116333008
7,3.552051067352295,25.970935821533203
8,4.391406297683716,27.998924255371094
9,3.0778443813323975,26.22199058532715
10,4.548352956771851,61.224937438964844
11,4.3248631954193115,40.65442085266113
12,4.513365745544434,12.989044189453125
13,3.634039878845215,49.06582832336426
14,2.6846232414245605,31.427621841430664
15,4.6897735595703125,52.428245544433594
16,4.221840143203735,33.060550689697266
17,4.289406776428223,35.048484802246094
18,4.354283332824707,35.31503677368164
19,3.677887201309204,49.527645111083984
20,4.154315948486328,16.0980224609375
21,5.716808795928955,13.111591339111328
22,4.505321264266968,13.018369674682617
