Move,Move Time (s),Evaluation Time (ms)
1,5.134076118469238,8.052825927734375
2,4.845358848571777,12.998819351196289
3,9.923691987991333,6.982088088989258
4,6.022742986679077,7.004261016845703
5,6.063080072402954,7.127523422241211
6,8.02926778793335,6.005287170410156
7,5.474108457565308,5.79071044921875
8,7.211130380630493,6.666421890258789
9,4.59931206703186,6.999492645263672
10,6.3261237144470215,7.186651229858398
11,7.182758569717407,5.998134613037109
12,4.8557116985321045,6.918430328369141
13,4.857008695602417,6.995201110839844
14,4.9208385944366455,12.343645095825195
15,5.028936147689819,8.0108642578125
16,4.690862417221069,5.999326705932617
17,4.8957483768463135,5.513191223144531
18,4.913597345352173,6.786346435546875
19,4.859482049942017,7.010698318481445
20,4.7853007316589355,7.396221160888672
