Move,Move Time (s),Evaluation Time (ms)
1,0.21203398704528809,26.313066482543945
2,0.3811976909637451,30.32994270324707
3,0.40851879119873047,41.69321060180664
4,0.49877309799194336,39.778947830200195
5,0.5272259712219238,44.74306106567383
6,0.6192700862884521,32.11784362792969
7,0.568490743637085,35.798072814941406
8,0.6045019626617432,42.611122131347656
9,0.4984259605407715,30.173540115356445
10,0.5083096027374268,40.6794548034668
11,0.6466989517211914,47.728538513183594
12,0.5990245342254639,31.772851943969727
13,0.5799515247344971,48.62689971923828
14,0.5214252471923828,46.836137771606445
15,0.5670557022094727,44.58475112915039
16,0.7634656429290771,35.10093688964844
17,0.5285687446594238,36.26227378845215
18,0.6220307350158691,42.62566566467285
19,0.8283965587615967,39.671897888183594
20,0.8616013526916504,37.7964973449707
21,0.6754586696624756,32.99283981323242
