Move,Move Time (s),Evaluation Time (ms)
1,5.134076118469238,8.5296630859375
2,4.845358848571777,9.007692337036133
3,9.923691987991333,6.70170783996582
4,6.022742986679077,8.011817932128906
5,6.063080072402954,8.000373840332031
6,8.02926778793335,8.553504943847656
7,5.474108457565308,7.032155990600586
8,7.211130380630493,8.992433547973633
9,4.59931206703186,40.12298583984375
10,6.3261237144470215,25.181293487548828
11,7.182758569717407,55.12380599975586
12,4.8557116985321045,8.005857467651367
13,4.857008695602417,41.56184196472168
14,4.9208385944366455,10.104894638061523
15,5.028936147689819,113.1446361541748
16,4.690862417221069,39.13116455078125
