Move,Move Time (s),Evaluation Time (ms)
1,3.135319471359253,97.73993492126465
2,3.3787171840667725,100.58927536010742
3,4.014344930648804,69.56648826599121
4,3.8084750175476074,71.4104175567627
5,3.852060079574585,38.33770751953125
6,3.421205997467041,37.636518478393555
7,4.857421875,153.395414352417
8,4.70114541053772,166.48173332214355
9,2.9935896396636963,35.09044647216797
10,2.650376558303833,116.32847785949707
11,2.6936891078948975,34.64674949645996
12,3.5781474113464355,31.519174575805664
13,3.615767240524292,79.62512969970703
14,4.122893571853638,158.30135345458984
15,3.1402223110198975,68.66693496704102
16,4.358716011047363,25.056123733520508
17,4.717151641845703,109.29012298583984
18,4.641056060791016,37.99915313720703
19,4.737565279006958,26.84330940246582
20,2.749343156814575,204.81276512145996
21,3.461611747741699,165.6346321105957
