Move,Move Time (s),Evaluation Time (ms)
1,3.135319471359253,11.034488677978516
2,3.3787171840667725,8.89897346496582
3,4.014344930648804,10.057687759399414
4,3.8084750175476074,88.68122100830078
5,3.852060079574585,25.826215744018555
6,3.421205997467041,57.97123908996582
7,4.857421875,40.75336456298828
8,4.70114541053772,10.983705520629883
9,2.9935896396636963,26.004791259765625
10,2.650376558303833,9.91058349609375
11,2.6936891078948975,74.09858703613281
12,3.5781474113464355,26.24654769897461
13,3.615767240524292,25.6350040435791
14,4.122893571853638,11.01064682006836
15,3.1402223110198975,11.030435562133789
16,4.358716011047363,9.953022003173828
17,4.717151641845703,9.984970092773438
18,4.641056060791016,138.11254501342773
19,4.737565279006958,90.88802337646484
20,2.749343156814575,46.845436096191406
21,3.461611747741699,19.655227661132812
22,3.0400516986846924,11.186361312866211
