Move,Move Time (s),Evaluation Time (ms)
1,3.135319471359253,6.005764007568359
2,3.3787171840667725,6.600856781005859
3,4.014344930648804,8.095502853393555
4,3.8084750175476074,6.991147994995117
5,3.852060079574585,7.946491241455078
6,3.421205997467041,8.075237274169922
7,4.857421875,7.105827331542969
8,4.70114541053772,7.009744644165039
9,2.9935896396636963,7.734537124633789
10,2.650376558303833,6.990909576416016
11,2.6936891078948975,7.41887092590332
12,3.5781474113464355,6.000280380249023
13,3.615767240524292,6.094455718994141
14,4.122893571853638,6.920099258422852
15,3.1402223110198975,6.664037704467773
16,4.358716011047363,6.621360778808594
17,4.717151641845703,7.995367050170898
