Move,Move Time (s),Evaluation Time (ms)
1,0.0410923957824707,45.98641395568848
2,0.14491915702819824,45.447587966918945
3,0.2200934886932373,40.970802307128906
4,0.23543047904968262,44.80314254760742
5,0.16779327392578125,33.753395080566406
6,0.42886948585510254,32.84597396850586
7,0.39131927490234375,30.05242347717285
8,0.32003283500671387,28.584718704223633
9,0.22620415687561035,36.244869232177734
10,0.21242713928222656,36.112308502197266
11,0.2766907215118408,34.061431884765625
12,0.2937190532684326,104.80141639709473
13,0.2744922637939453,37.11438179016113
14,0.18770790100097656,29.63566780090332
15,0.19632983207702637,33.43391418457031
16,0.34061288833618164,30.099868774414062
17,0.23631787300109863,32.70578384399414
