Move,Move Time (s),Evaluation Time (ms)
1,0.03453779220581055,33.963918685913086
2,0.09413981437683105,36.09442710876465
3,0.13016223907470703,22.65453338623047
4,0.23962163925170898,22.951841354370117
5,0.1578373908996582,17.08817481994629
6,0.1944575309753418,22.595882415771484
7,0.5255637168884277,18.297433853149414
8,0.4645371437072754,22.682905197143555
9,0.33002638816833496,21.111488342285156
10,0.2555267810821533,23.481130599975586
11,0.4377002716064453,20.9963321685791
12,0.29167819023132324,29.198408126831055
13,0.1970059871673584,27.00352668762207
14,0.18353509902954102,24.16849136352539
15,0.19190263748168945,25.382041931152344
16,0.2382969856262207,36.00144386291504
17,0.1672062873840332,18.366575241088867
