Move,Move Time (s),Evaluation Time (ms)
1,5.134076118469238,9.012460708618164
2,4.845358848571777,10.005950927734375
3,9.923691987991333,50.286054611206055
4,6.022742986679077,22.72653579711914
5,6.063080072402954,10.387182235717773
6,8.02926778793335,4.015207290649414
7,5.474108457565308,10.085582733154297
8,7.211130380630493,9.690999984741211
9,4.59931206703186,9.999513626098633
10,6.3261237144470215,11.123180389404297
11,7.182758569717407,12.433767318725586
12,4.8557116985321045,9.9945068359375
13,4.857008695602417,41.821956634521484
14,4.9208385944366455,10.129451751708984
15,5.028936147689819,46.51165008544922
