Move,Move Time (s),Evaluation Time (ms)
1,0.0410923957824707,27.524232864379883
2,0.14491915702819824,35.51149368286133
3,0.2200934886932373,49.39126968383789
4,0.23543047904968262,41.72706604003906
5,0.16779327392578125,64.44311141967773
6,0.42886948585510254,44.863224029541016
7,0.39131927490234375,44.01731491088867
8,0.32003283500671387,51.22780799865723
9,0.22620415687561035,45.98641395568848
10,0.21242713928222656,45.447587966918945
11,0.2766907215118408,40.970802307128906
12,0.2937190532684326,44.80314254760742
13,0.2744922637939453,33.753395080566406
