Move,Move Time (s),Evaluation Time (ms)
1,0.034418582916259766,15.591144561767578
2,0.0970301628112793,10.01429557800293
3,0.16771364212036133,14.041423797607422
4,0.2433617115020752,15.997886657714844
5,0.15078067779541016,18.53203773498535
6,0.3636345863342285,7.995367050170898
7,0.37173938751220703,8.718490600585938
8,0.3868825435638428,8.114337921142578
9,0.16083407402038574,18.482446670532227
10,0.06123495101928711,10.55598258972168
11,0.09946203231811523,12.018203735351562
12,0.08186531066894531,9.548425674438477
13,0.12021732330322266,10.024070739746094
14,0.056264400482177734,8.844614028930664
15,0.07647466659545898,11.935234069824219
16,0.061658382415771484,10.640144348144531
17,0.08234143257141113,7.560968399047852
