Move,Move Time (s),Evaluation Time (ms)
1,0.03453779220581055,23.708581924438477
2,0.09413981437683105,33.37717056274414
3,0.13016223907470703,34.282684326171875
4,0.23962163925170898,29.33049201965332
5,0.1578373908996582,35.42447090148926
6,0.1944575309753418,23.550748825073242
7,0.5255637168884277,28.804302215576172
8,0.4645371437072754,36.75270080566406
9,0.33002638816833496,33.963918685913086
10,0.2555267810821533,36.09442710876465
11,0.4377002716064453,22.65453338623047
12,0.29167819023132324,22.951841354370117
13,0.1970059871673584,17.08817481994629
