Move,Move Time (s),Evaluation Time (ms)
1,3.135319471359253,9.700775146484375
2,3.3787171840667725,10.092496871948242
3,4.014344930648804,9.424448013305664
4,3.8084750175476074,9.444713592529297
5,3.852060079574585,7.769584655761719
6,3.421205997467041,9.015083312988281
7,4.857421875,10.08749008178711
8,4.70114541053772,9.59467887878418
9,2.9935896396636963,9.72604751586914
10,2.650376558303833,8.997440338134766
11,2.6936891078948975,8.99505615234375
12,3.5781474113464355,8.102655410766602
13,3.615767240524292,8.708000183105469
14,4.122893571853638,8.481740951538086
