Move,Move Time (s),Evaluation Time (ms)
1,0.09488439559936523,44.17228698730469
2,0.1981964111328125,38.752079010009766
3,0.22692012786865234,39.942026138305664
4,0.31281185150146484,39.089202880859375
5,0.22318482398986816,38.04588317871094
6,0.32555580139160156,29.868364334106445
7,0.281599760055542,31.72588348388672
8,0.25806546211242676,38.107872009277344
9,0.2247025966644287,39.92319107055664
10,0.1645035743713379,28.460979461669922
11,0.3398020267486572,34.4538688659668
12,0.2541794776916504,32.1047306060791
13,0.2912881374359131,36.716461181640625
14,0.2546043395996094,33.7977409362793
15,0.23622965812683105,33.11586380004883
16,0.43553614616394043,39.58272933959961
17,0.19365906715393066,43.219566345214844
18,0.23987555503845215,41.002750396728516
