Move,Move Time (s),Evaluation Time (ms)
1,0.034418582916259766,18.640518188476562
2,0.0970301628112793,15.26641845703125
3,0.16771364212036133,15.172481536865234
4,0.2433617115020752,13.00048828125
5,0.15078067779541016,15.591144561767578
6,0.3636345863342285,10.01429557800293
7,0.37173938751220703,14.041423797607422
8,0.3868825435638428,15.997886657714844
9,0.16083407402038574,18.53203773498535
10,0.06123495101928711,7.995367050170898
11,0.09946203231811523,8.718490600585938
12,0.08186531066894531,8.114337921142578
13,0.12021732330322266,18.482446670532227
14,0.056264400482177734,10.55598258972168
15,0.07647466659545898,12.018203735351562
