Move,Move Time (s),Evaluation Time (ms)
1,5.134076118469238,25.693655014038086
2,4.845358848571777,20.686626434326172
3,9.923691987991333,3.0884742736816406
4,6.022742986679077,8.510589599609375
5,6.063080072402954,19.50526237487793
6,8.02926778793335,37.66608238220215
7,5.474108457565308,9.019136428833008
8,7.211130380630493,11.428356170654297
9,4.59931206703186,11.101007461547852
10,6.3261237144470215,11.423110961914062
11,7.182758569717407,10.009288787841797
12,4.8557116985321045,8.995294570922852
13,4.857008695602417,36.63492202758789
