Move,Move Time (s),Evaluation Time (ms)
1,3.028658151626587,8.171558380126953
2,3.0511927604675293,7.0018768310546875
3,4.9468464851379395,7.100582122802734
4,5.345465898513794,6.987571716308594
5,3.919142484664917,7.518291473388672
6,3.2531208992004395,8.519887924194336
7,3.552051067352295,7.773876190185547
8,4.391406297683716,7.623195648193359
9,3.0778443813323975,7.097721099853516
10,4.548352956771851,7.016658782958984
11,4.3248631954193115,7.109403610229492
12,4.513365745544434,6.982564926147461
13,3.634039878845215,6.9980621337890625
14,2.6846232414245605,8.002758026123047
15,4.6897735595703125,7.0858001708984375
16,4.221840143203735,7.012367248535156
17,4.289406776428223,8.180856704711914
18,4.354283332824707,7.086753845214844
