Move,Move Time (s),Evaluation Time (ms)
1,0.09488439559936523,59.65995788574219
2,0.1981964111328125,42.572021484375
3,0.22692012786865234,43.58625411987305
4,0.31281185150146484,34.46221351623535
5,0.22318482398986816,44.17228698730469
6,0.32555580139160156,38.752079010009766
7,0.281599760055542,39.942026138305664
8,0.25806546211242676,39.089202880859375
9,0.2247025966644287,38.04588317871094
10,0.1645035743713379,29.868364334106445
11,0.3398020267486572,31.72588348388672
12,0.2541794776916504,38.107872009277344
13,0.2912881374359131,39.92319107055664
14,0.2546043395996094,28.460979461669922
15,0.23622965812683105,34.4538688659668
16,0.43553614616394043,32.1047306060791
